Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,,,
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,China,Korean,,,
34,Male,PhD,Research Director,12,170000,UK,Asian,,,
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,UK,Welsh,,,
32,Male,Bachelor's Degree,Product Manager,7,120000,Canada,Asian,,,
24,Female,High School,Receptionist,0,25000,Australia,White,,,
38,Male,Master's Degree,Marketing Director,14,195000,USA,Asian,,,
40,Female,Bachelor's Degree,Financial Manager,16,215000,Australia,White,,,
27,Male,Bachelor's Degree,Product Designer,2,55000,China,Chinese,,,
32,Female,PhD,Data Scientist,9,145000,UK,Asian,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,USA,White,,,
33,Female,Master's Degree,Marketing Manager,9,135000,Canada,Black,,,
27,Male,Bachelor's Degree,Software Engineer,3,80000,Australia,Asian,,,
36,Female,PhD,Research Scientist,13,185000,USA,Asian,,,
25,Male,Bachelor's Degree,Product Manager,1,60000,Canada,Black,,,
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,UK,Welsh,,,
34,Male,PhD,Research Director,12,170000,Australia,Australian,,,
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,USA,Hispanic,,,
32,Male,Bachelor's Degree,Product Manager,7,120000,Australia,Asian,,,
24,Female,High School,Receptionist,0,25000,UK,Welsh,,,
38,Male,Master's Degree,Marketing Director,14,195000,Canada,Asian,,,
40,Female,Bachelor's Degree,Financial Manager,16,215000,Canada,White,,,
27,Male,Bachelor's Degree,Product Designer,2,55000,China,Korean,,,
32,Female,PhD,Data Scientist,9,145000,USA,Asian,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,UK,Welsh,,,
33,Female,Master's Degree,Marketing Manager,9,135000,China,Korean,,,
27,Male,Bachelor's Degree,Software Engineer,3,80000,UK,Mixed,,,
36,Female,PhD,Research Scientist,13,185000,China,Korean,,,
25,Male,Bachelor's Degree,Product Manager,1,60000,Australia,White,,,
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,UK,White,,,
34,Male,PhD,Research Director,12,170000,Canada,White,,,
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,Australia,White,,,
32,Male,Bachelor's Degree,Product Manager,7,120000,Australia,Australian,,,
24,Female,High School,Receptionist,0,25000,Australia,Asian,,,
38,Male,Master's Degree,Marketing Director,14,195000,USA,Asian,,,
40,Female,Bachelor's Degree,Financial Manager,16,215000,China,White,,,
27,Male,Bachelor's Degree,Product Designer,2,55000,China,Chinese,,,
32,Female,PhD,Data Scientist,9,145000,Australia,White,,,
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,China,Chinese,,,
29,Male,Bachelor's Degree,Sales Associate,2,45000,USA,Hispanic,,,
45,Female,Master's Degree,Sales Manager,8,80000,Canada,Black,,,
37,Male,PhD,Marketing Manager,7,90000,UK,Mixed,,,
23,Female,High School,Sales Executive,1,35000,China,Korean,,,
41,Male,Bachelor's Degree,Financial Manager,12,120000,China,Korean,,,
26,Female,Bachelor's Degree,Digital Marketing Manager,4,60000,Canada,Black,,,
33,Male,Master's Degree,Content Marketing Manager,5,70000,Canada,Asian,,,
28,Female,High School,Sales Representative,3,40000,China,Korean,,,
50,Male,PhD,Senior Product Marketing Manager,15,150000,UK,Mixed,,,
35,Female,Bachelor's Degree,Junior Sales Representative,2,35000,USA,Asian,,,
42,Male,Master's Degree,Director of Marketing,13,130000,Canada,Asian,,,
27,Female,Bachelor's Degree,Sales Associate,1,35000,Australia,White,,,
48,Male,PhD,Sales Director,18,180000,USA,Asian,,,
31,Female,High School,Financial Manager,4,60000,Australia,Australian,,,
36,Male,Bachelor's Degree,Sales Manager,6,75000,UK,Mixed,,,
25,Female,Master's Degree,Digital Marketing Manager,3,50000,UK,Mixed,,,
39,Male,PhD,Marketing Manager,10,100000,China,Chinese,,,
30,Female,High School,Sales Executive,2,40000,Canada,Asian,,,
44,Male,Bachelor's Degree,Content Marketing Manager,11,110000,USA,White,,,
29,Female,Master's Degree,Sales Representative,4,55000,China,Korean,,,
47,Male,PhD,Senior Product Marketing Manager,17,170000,Canada,White,,,
32,Female,Bachelor's Degree,Junior Sales Representative,3,40000,Australia,Asian,,,
38,Male,Master's Degree,Director of Marketing,9,95000,Australia,Asian,,,
24,Female,High School,Sales Associate,1,35000,China,White,,,
40,Male,PhD,Sales Director,14,140000,UK,Welsh,,,
34,Female,Bachelor's Degree,Financial Manager,5,70000,China,White,,,
26,Male,Master's Degree,Digital Marketing Manager,3,50000,UK,Mixed,,,
31,Female,PhD,Marketing Manager,6,75000,UK,Mixed,,,
27,Male,High School,Sales Executive,2,40000,UK,Welsh,,,
43,Female,Bachelor's Degree,Content Marketing Manager,12,120000,Australia,White,,,
28,Male,Master's Degree,Sales Representative,2,40000,USA,Asian,,,
46,Female,PhD,Senior Product Marketing Manager,16,160000,USA,Hispanic,,,
33,Male,Bachelor's Degree,Junior Sales Representative,4,55000,USA,White,,,
39,Female,Master's Degree,Director of Marketing,10,100000,UK,White,,,
25,Male,High School,Sales Associate,1,35000,China,White,,,
41,Female,Bachelor's Degree,Sales Manager,8,80000,China,Chinese,,,
35,Male,PhD,Marketing Manager,7,90000,UK,White,,,
23,Female,Bachelor's Degree,Sales Executive,1,35000,UK,Asian,,,
42,Male,Master's Degree,Financial Manager,13,130000,Canada,Black,,,
26,Female,Bachelor's Degree,Digital Marketing Manager,4,60000,Canada,Asian,,,
32,Male,Master's Degree,Content Marketing Manager,5,70000,UK,Welsh,,,
27,Female,High School,Sales Representative,3,40000,Canada,White,,,
50,Male,PhD,Senior Product Marketing Manager,15,150000,Australia,White,,,
36,Female,Bachelor's Degree,Junior Sales Representative,2,35000,USA,Hispanic,,,
48,Male,Master's Degree,Director of Marketing,18,180000,China,Korean,,,
31,Female,High School,Sales Associate,2,40000,Australia,Asian,,,
29,Male,Bachelor's Degree,Sales Director,6,75000,Australia,White,,,
45,Female,PhD,Financial Manager,12,120000,Australia,Australian,,,
25,Male,Master's Degree,Digital Marketing Manager,3,50000,UK,White,,,
37,Female,Bachelor's Degree,Marketing Manager,7,90000,Canada,Black,,,
23,Male,High School,Sales Executive,1,35000,Canada,Asian,,,
41,Female,Bachelor's Degree,Content Marketing Manager,11,110000,Australia,Asian,,,
26,Male,Master's Degree,Sales Representative,3,45000,UK,Welsh,,,
33,Female,PhD,Senior Product Marketing Manager,5,70000,China,White,,,
28,Male,Bachelor's Degree,Junior Sales Representative,1,30000,USA,African American,,,
42,Female,Master's Degree,Director of Marketing,13,130000,UK,Welsh,,,
27,Male,High School,Financial Manager,4,60000,Canada,White,,,
50,Female,Bachelor's Degree,Sales Manager,15,150000,China,Chinese,,,
35,Male,PhD,Marketing Manager,8,80000,China,Korean,,,
24,Female,Bachelor's Degree,Sales Executive,1,35000,China,Chinese,,,
46,Male,Master's Degree,Content Marketing Manager,16,160000,USA,White,,,
29,Female,High School,Sales Representative,2,40000,China,White,,,
47,Male,PhD,Senior Product Marketing Manager,17,170000,China,White,,,
31,Female,Bachelor's Degree,Junior Sales Representative,3,40000,USA,Hispanic,,,
38,Male,Master's Degree,Director of Marketing,9,95000,Australia,Australian,,,
25,Female,High School,Sales Associate,1,35000,Australia,Asian,,,
39,Male,Bachelor's Degree,Sales Director,10,100000,Australia,Asian,,,
33,Female,PhD,Financial Manager,5,70000,Canada,White,,,
27,Male,Master's Degree,Digital Marketing Manager,3,50000,Australia,Australian,,,
43,Female,Bachelor's Degree,Marketing Manager,12,120000,Australia,Australian,,,
28,Male,High School,Sales Executive,2,40000,Canada,Asian,,,
31,Male,Bachelor's Degree,Sales Associate,3,50000,China,Korean,,,
46,Female,Master's Degree,Marketing Manager,14,140000,China,Korean,,,
27,Male,High School,Sales Executive,2,40000,UK,Asian,,,
38,Female,Bachelor's Degree,Financial Manager,10,100000,UK,Asian,,,
24,Male,PhD,Digital Marketing Manager,1,30000,China,White,,,
33,Female,Master's Degree,Content Marketing Manager,6,75000,USA,Hispanic,,,
29,Male,High School,Sales Representative,2,40000,China,Chinese,,,
50,Female,Bachelor's Degree,Sales Manager,18,180000,Canada,Black,,,
35,Male,PhD,Senior Product Marketing Manager,8,80000,UK,Welsh,,,
23,Female,Bachelor's Degree,Sales Executive,1,35000,China,Chinese,,,
41,Male,Master's Degree,Director of Marketing,12,120000,Canada,Black,,,
26,Female,High School,Financial Manager,3,45000,USA,African American,,,
32,Male,Bachelor's Degree,Sales Director,7,90000,Canada,Black,,,
27,Female,PhD,Marketing Manager,4,55000,Canada,Black,,,
43,Male,Master's Degree,Content Marketing Manager,16,160000,Australia,Asian,,,
28,Female,Bachelor's Degree,Sales Representative,2,40000,USA,African American,,,
47,Male,PhD,Senior Product Marketing Manager,17,170000,China,Korean,,,
31,Female,High School,Junior Sales Representative,3,40000,UK,Asian,,,
38,Male,Master's Degree,Director of Marketing,9,95000,Canada,Asian,,,
25,Female,High School,Sales Associate,1,35000,Australia,Asian,,,
39,Male,Bachelor's Degree,Sales Manager,11,110000,Canada,White,,,
33,Female,PhD,Financial Manager,6,75000,China,Chinese,,,
27,Male,Master's Degree,Digital Marketing Manager,3,50000,China,White,,,
43,Female,Bachelor's Degree,Marketing Manager,12,120000,Canada,Asian,,,
28,Male,High School,Sales Executive,2,40000,UK,Welsh,,,
50,Female,Master's Degree,Content Marketing Manager,15,150000,China,Korean,,,
36,Male,Bachelor's Degree,Sales Representative,5,70000,UK,Welsh,,,
48,Female,PhD,Senior Product Marketing Manager,19,190000,Canada,White,,,
31,Male,High School,Junior Sales Representative,3,40000,China,Chinese,,,
29,Female,Bachelor's Degree,Sales Director,6,75000,China,Chinese,,,
45,Male,Master's Degree,Director of Marketing,14,140000,China,Chinese,,,
25,Female,High School,Sales Associate,1,35000,Canada,White,,,
41,Male,Bachelor's Degree,Financial Manager,12,120000,USA,White,,,
35,Female,PhD,Marketing Manager,8,80000,Canada,White,,,
23,Male,Bachelor's Degree,Sales Executive,1,35000,China,White,,,
42,Female,Master's Degree,Sales Manager,13,130000,Canada,Black,,,
26,Male,High School,Digital Marketing Manager,2,40000,Australia,Australian,,,
32,Female,Bachelor's Degree,Content Marketing Manager,7,90000,Canada,White,,,
27,Male,PhD,Sales Representative,4,55000,USA,Hispanic,,,
50,Female,Master's Degree,Senior Product Marketing Manager,18,180000,Australia,Asian,,,
36,Male,Bachelor's Degree,Junior Sales Representative,3,45000,Australia,Asian,,,
48,Female,PhD,Director of Marketing,19,190000,China,White,,,
31,Male,High School,Sales Associate,3,50000,Australia,Asian,,,
29,Female,Bachelor's Degree,Financial Manager,4,55000,UK,Mixed,,,
45,Male,Master's Degree,Marketing Manager,13,130000,UK,Asian,,,
25,Female,High School,Sales Executive,1,35000,USA,African American,,,
41,Male,Bachelor's Degree,Content Marketing Manager,12,120000,China,Korean,,,
35,Female,PhD,Senior Product Marketing Manager,9,95000,China,White,,,
23,Male,Bachelor's Degree,Sales Representative,1,35000,Australia,Australian,,,
42,Female,Master's Degree,Digital Marketing Manager,14,140000,UK,Asian,,,
26,Male,High School,Sales Manager,2,40000,China,Korean,,,
32,Female,Bachelor's Degree,Director of Marketing,8,80000,Australia,Australian,,,
27,Male,PhD,Marketing Manager,4,55000,Australia,Asian,,,
50,Female,Master's Degree,Content Marketing Manager,19,190000,China,White,,,
36,Male,Bachelor's Degree,Sales Director,6,75000,Canada,White,,,
48,Female,PhD,Senior Product Marketing Manager,17,170000,China,Korean,,,
31,Male,High School,Sales Associate,3,50000,China,Chinese,,,
29,Female,Bachelor's Degree,Financial Manager,4,55000,Australia,White,,,
45,Male,Master's Degree,Marketing Manager,13,130000,Canada,White,,,
25,Female,High School,Sales Executive,1,35000,China,Chinese,,,
41,Male,Bachelor's Degree,Content Marketing Manager,12,120000,Canada,Asian,,,
35,Female,PhD,Senior Product Marketing Manager,9,95000,USA,White,,,
23,Male,Bachelor's Degree,Sales Representative,1,35000,China,Chinese,,,
42,Female,Master's Degree,Digital Marketing Manager,14,140000,China,White,,,
26,Male,High School,Sales Manager,2,40000,Canada,Asian,,,
32,Female,Bachelor's Degree,Director of Marketing,8,80000,UK,Asian,,,
27,Male,PhD,Marketing Manager,4,55000,China,Chinese,,,
50,Female,Master's Degree,Content Marketing Manager,19,190000,Canada,Black,,,
36,Male,Bachelor's Degree,Sales Director,6,75000,China,Chinese,,,
48,Female,PhD,Senior Product Marketing Manager,17,170000,China,White,,,
31,Male,High School,Sales Associate,3,50000,Canada,White,,,
29,Female,Bachelor's Degree,Financial Manager,4,55000,USA,Hispanic,,,
45,Male,Master's Degree,Marketing Manager,13,130000,USA,Hispanic,,,
25,Female,High School,Sales Executive,1,35000,Canada,Asian,,,
41,Male,Bachelor's Degree,Content Marketing Manager,12,120000,China,Chinese,,,
35,Female,PhD,Senior Product Marketing Manager,9,95000,Canada,Black,,,
23,Male,Bachelor's Degree,Sales Representative,1,35000,USA,White,,,
42,Female,Master's Degree,Digital Marketing Manager,14,140000,USA,Hispanic,,,
26,Male,High School,Sales Manager,2,40000,China,Korean,,,
32,Female,Bachelor's Degree,Director of Marketing,8,80000,Canada,Asian,,,
27,Male,PhD,Marketing Manager,4,55000,USA,African American,,,
50,Female,Master's Degree,Content Marketing Manager,19,190000,UK,Welsh,,,
36,Male,Bachelor's Degree,Sales Director,6,75000,USA,White,,,
48,Female,PhD,Senior Product Marketing Manager,17,170000,Australia,White,,,
31,Male,High School,Sales Associate,3,50000,UK,Asian,,,
29,Female,Bachelor's Degree,Financial Manager,4,55000,UK,White,,,
45,Male,Master's Degree,Marketing Manager,13,130000,Canada,Asian,,,
25,Female,High School,Sales Executive,1,35000,Australia,Australian,,,
41,Male,Bachelor's Degree,Content Marketing Manager,12,120000,USA,African American,,,
35,Female,PhD,Senior Product Marketing Manager,9,95000,Canada,Asian,,,
23,Male,Bachelor's Degree,Sales Representative,1,35000,USA,White,,,
42,Female,Master's Degree,Digital Marketing Manager,14,140000,Canada,White,,,
26,Male,High School,Sales Manager,2,40000,China,Korean,,,
32,Female,Bachelor's Degree,Director of Marketing,8,80000,UK,Mixed,,,
27,Male,PhD,Marketing Manager,4,55000,UK,Mixed,,,
50,Female,Master's Degree,Content Marketing Manager,19,190000,Canada,Asian,,,
36,Male,Bachelor's Degree,Sales Director,6,75000,China,White,,,
48,Female,PhD,Senior Product Marketing Manager,17,170000,Canada,Black,,,
31,Male,High School,Sales Associate,3,50000,Australia,Asian,,,
29,Female,Bachelor's Degree,Financial Manager,4,55000,UK,Asian,,,
45,Male,Master's Degree,Marketing Manager,13,130000,Canada,Black,,,
25,Female,High School,Sales Executive,1,35000,Canada,Asian,,,
41,Male,Bachelor's Degree,Content Marketing Manager,12,120000,Canada,Black,,,
35,Female,PhD,Senior Product Marketing Manager,9,95000,UK,White,,,
23,Male,Bachelor's Degree,Sales Representative,1,35000,Australia,Asian,,,
42,Female,Master's Degree,Digital Marketing Manager,14,140000,Australia,White,,,
26,Male,High School,Sales Manager,2,40000,Australia,Australian,,,
32,Female,Bachelor's Degree,Director of Marketing,8,80000,USA,Hispanic,,,
27,Male,PhD,Marketing Manager,4,55000,Canada,Asian,,,
50,Female,Master's Degree,Content Marketing Manager,19,190000,UK,Welsh,,,
36,Male,Bachelor's Degree,Sales Director,6,75000,USA,Hispanic,,,
48,Female,PhD,Senior Product Marketing Manager,17,170000,Canada,Asian,,,
31,Male,High School,Sales Associate,3,50000,Australia,Australian,,,
29,Female,Bachelor's Degree,Financial Manager,4,55000,UK,Mixed,,,
45,Male,Master's Degree,Marketing Manager,13,130000,Australia,Australian,,,
25,Female,High School,Sales Executive,1,35000,UK,White,,,
41,Male,Bachelor's Degree,Content Marketing Manager,12,120000,UK,Mixed,,,
35,Female,PhD,Senior Product Marketing Manager,9,95000,UK,Welsh,,,
23,Male,Bachelor's Degree,Sales Representative,1,35000,UK,White,,,
42,Female,Master's Degree,Digital Marketing Manager,14,140000,USA,Asian,,,
26,Male,High School,Sales Manager,2,40000,USA,White,,,
32,Female,Bachelor's Degree,Director of Marketing,8,80000,USA,Hispanic,,,
27,Male,PhD,Marketing Manager,4,55000,UK,Asian,,,
50,Female,Master's Degree,Content Marketing Manager,19,190000,Australia,White,,,
36,Male,Bachelor's Degree,Sales Director,6,,Canada,White,,,
37,Male,Master's Degree,Marketing Manager,11,110000,Australia,Australian,,,
26,Female,Bachelor's Degree,Sales Representative,2,40000,USA,African American,,,
42,Male,PhD,Content Marketing Manager,15,150000,China,White,,,
33,Female,High School,Sales Executive,4,55000,Australia,White,,,
29,Male,Bachelor's Degree,Sales Manager,5,70000,China,Korean,,,
45,Female,Master's Degree,Director of Marketing,16,160000,USA,African American,,,
24,Male,High School,Sales Associate,1,35000,Australia,Australian,,,
39,Female,Bachelor's Degree,Financial Manager,10,100000,Australia,Australian,,,
31,Male,PhD,Senior Product Marketing Manager,7,90000,China,Korean,,,
27,Female,Master's Degree,Digital Marketing Manager,3,50000,Australia,Asian,,,
43,Male,Bachelor's Degree,Content Marketing Manager,14,140000,China,White,,,
28,Female,High School,Sales Representative,2,40000,China,White,,,
50,Male,PhD,Marketing Manager,18,180000,Canada,Black,,,
35,Female,Bachelor's Degree,Sales Executive,7,90000,USA,African American,,,
23,Male,Bachelor's Degree,Sales Manager,1,35000,Australia,White,,,
41,Female,Master's Degree,Director of Marketing,12,120000,China,Korean,,,
26,Male,High School,Financial Manager,3,45000,China,Korean,,,
32,Female,Bachelor's Degree,Sales Director,8,80000,Australia,Australian,,,
27,Male,PhD,Marketing Manager,4,55000,Canada,White,,,
50,Female,Master's Degree,Content Marketing Manager,18,180000,Australia,Australian,,,
36,Male,Bachelor's Degree,Sales Representative,6,75000,Australia,Asian,,,
48,Female,PhD,Senior Product Marketing Manager,19,190000,China,Chinese,,,
31,Male,High School,Junior Sales Representative,3,40000,Australia,White,,,
29,Female,Bachelor's Degree,Sales Director,5,70000,China,Chinese,,,
45,Male,Master's Degree,Director of Marketing,15,150000,USA,Hispanic,,,
25,Female,High School,Sales Associate,1,35000,Australia,Australian,,,
41,Male,Bachelor's Degree,Financial Manager,12,120000,Australia,White,,,
